"id","nama","alamat","desa","kecamatan"
"2776","SD NEGERI BANDUNGREJO II NGASEM","JALAN BALAI DESA BANDUNGREJO","BANDUNGREJO","KEC. NGASEM"
"2777","SD NEGERI BARENG I NGASEM","JL. RAYA KALITIDU NGASEM DESA BARENG","BARENG","KEC. NGASEM"
"2778","SD NEGERI BARENG II NGASEM","DESA BARENG","BARENG","KEC. NGASEM"
"2779","SD NEGERI BUTOH I NGASEM","DESA BUTOH","BUTOH","KEC. NGASEM"
"2780","SD NEGERI BUTOH II NGASEM","DUSUN SURUHAN RT. 05 RW. 01 DESA BUTOH KEC. NGASEM","BUTOH","KEC. NGASEM"
"2781","SD NEGERI DUKOHKIDUL NGASEM","DESA DUKOHKIDUL","DUKOHKIDUL","KEC. NGASEM"
"2782","SD NEGERI JAMPET I NGASEM","JLN. SAMBIREJO NO. 124","JAMPET","KEC. NGASEM"
"2783","SD NEGERI JELU I NGASEM","DS. JELU","JELU","KEC. NGASEM"
"2784","SD NEGERI JELU II NGASEM","DESA JELU","JELU","KEC. NGASEM"
"2785","SD NEGERI KOLONG I NGASEM","KOLONG","KOLONG","KEC. NGASEM"
"2786","SD NEGERI KOLONG II NGASEM","DESA KOLONG RT. 05 RW. 01","KOLONG","KEC. NGASEM"
"2787","SD NEGERI MEDIYUNAN I NGASEM","DESA MEDIYUNAN","MEDIYUNAN","KEC. NGASEM"
"2788","SD NEGERI MEDIYUNAN II NGASEM","DESA MEDIYUNAN","MEDIYUNAN","KEC. NGASEM"
"2789","SD NEGERI NGADILUWIH NGASEM","JL. AIPDA RAWI 81 DESA NGADILUWIH","NGADILUWIH","KEC. NGASEM"
"2790","SD NEGERI NGANTRU NGASEM","JLN. RAYA KALITIDU - NGASEM N0.381","NGANTRU","KEC. NGASEM"
"2791","SD NEGERI NGASEM I NGASEM","JALAN AIPDA RAWI  NO 16","NGASEM","KEC. NGASEM"
"2792","SD NEGERI NGASEM III NGASEM","JL KADARUSMAN NO. 569 DESA NGASEM","NGASEM","KEC. NGASEM"
"2793","SD NEGERI SENDANGHARJO","JLN.BALAI DESA NO.1 I DS. SENDANGHARJO","SENDANGHARJO","KEC. NGASEM"
"2794","SD NEGERI SETREN I NGASEM","JL. AMD 34 ","SETREN","KEC. NGASEM"
"2795","SD NEGERI SETREN II NGASEM","DS. SETREN","SETREN","KEC. NGASEM"
"2796","SD NEGERI SETREN IV NGASEM","RT. 019 RW. 008 DUSUN SAMBIREJO","SETREN","KEC. NGASEM"
"2797","SD NEGERI TENGGER NGASEM","DESA TENGGER","TENGGER","KEC. NGASEM"
"2798","SD NEGERI TRENGGULUNAN I NGASEM","DESA TRENGGULUNAN","TRENGGULUNAN","KEC. NGASEM"
"2799","SD NEGERI TRENGGULUNAN II NGASEM","JL AIPDA RAWI 120","TRENGGULUNAN","KEC. NGASEM"
"2800","SD NEGERI WADANG I NGASEM","JL RAYA DESA WADANG","WADANG","KEC. NGASEM"
"2801","SD NEGERI WADANG II NGASEM","DS WADANG","WADANG","KEC. NGASEM"
"2802","SD NEGERI WADANG III NGASEM","DUSUN SRAWUN","WADANG","KEC. NGASEM"
"2803","SD NEGERI BANCER I NGRAHO","JL. RAYA TAJI TINGGANG","BANCER","KEC. NGRAHO"
"2804","SD NEGERI BLIMBINGGEDE I NGRAHO","BLIMBINGGEDE","BLIMBINGGEDE","KEC. NGRAHO"
"2805","SD NEGERI JUMOK I NGRAHO","JL. MULYOKESUMO","JUMOK","KEC. NGRAHO"
"2806","SD NEGERI JUMOK II NGRAHO","JL. MULYO KESUMO","JUMOK","KEC. NGRAHO"
"2807","SD NEGERI JUMOK III NGRAHO","JL. AMPEL MAS DESA JUMOK","JUMOK","KEC. NGRAHO"
"2808","SD NEGERI KALIREJO I NGRAHO","JL. AHMAD YANI 144 DESA KALIREJO","KALIREJO","KEC. NGRAHO"
"2809","SD NEGERI KALIREJO II NGRAHO","DESA KALIREJO","KALIREJO","KEC. NGRAHO"
"2810","SD NEGERI KLEMPUN NGRAHO","JL. RAYA TINGGANG -  TAMBAKREJO","KLEMPUN","KEC. NGRAHO"
"2811","SD NEGERI LUWIHAJI 2 NGRAHO","JL. KI NANGGUL YUDHA","LUWIHAJI","KEC. NGRAHO"
"2812","SD NEGERI LUWIHAJI III NGRAHO","LUWIHAJI","LUWIHAJI","KEC. NGRAHO"
"2813","SD NEGERI MOJOREJO I NGRAHO","MOJOREJO","MOJOREJO","KEC. NGRAHO"
"2814","SD NEGERI NGANTI I NGRAHO","NGANTI","NGANTI","KEC. NGRAHO"
"2815","SD NEGERI NGANTI II NGRAHO","DESA NGANTI","NGANTI","KEC. NGRAHO"
"2816","SD NEGERI NGANTI III NGRAHO","NGANTI","NGANTI","KEC. NGRAHO"
"2817","SD NEGERI NGANTI IV NGRAHO","NGANTI","NGANTI","KEC. NGRAHO"
"2818","SD NEGERI NGANTI V NGRAHO","NGANTI","NGANTI","KEC. NGRAHO"
"2819","SD NEGERI NGRAHO","JL. RAJAWALI DESA NGRAHO","NGRAHO","KEC. NGRAHO"
"2820","SD NEGERI PANDAN II NGRAHO","DESA PANDAN","PANDAN","KEC. NGRAHO"
"2821","SD NEGERI PAYAMAN I NGRAHO","JL. GAGAK RIMANG DESA PAYAMAN","PAYAMAN","KEC. NGRAHO"
"2822","SD NEGERI PAYAMAN II NGRAHO","DS PAYAMAN","PAYAMAN","KEC. NGRAHO"
"2823","SD NEGERI SUGIHWARAS I NGRAHO","DESA SUGIHWARAS","SUGIHWARAS","KEC. NGRAHO"
"2824","SD NEGERI SUGIHWARAS III NGRAHO","SUGIHWARAS","SUGIHWARAS","KEC. NGRAHO"
"2825","SD NEGERI SUMBERAGUNG I NGRAHO","SUMBERAGUNG","SUMBERAGUNG","KEC. NGRAHO"
"2826","SD NEGERI SUMBERAGUNG II NGRAHO","SUMBERAGUNG","SUMBERAGUNG","KEC. NGRAHO"
"2827","SD NEGERI SUMBERARUM I NGRAHO","DESA SUMBERARUM KEC. NGRAHO 62165 - EMAIL. SUMBERA","SUMBERARUM","KEC. NGRAHO"
"2828","SD NEGERI SUMBERARUM II NGRAHO","DESA SUMBERARUM","SUMBERARUM","KEC. NGRAHO"
"2829","SD NEGERI SUMBERARUM III NGRAHO","JL NGAWI-PADANGAN","SUMBERARUM","KEC. NGRAHO"
"2830","SD NEGERI TANGGUNGAN I NGRAHO","DESA TANGGUNGAN","TANGGUNGAN","KEC. NGRAHO"
"2831","SD NEGERI TANGGUNGAN II NGRAHO","TANGGGUNGAN","TANGGUNGAN","KEC. NGRAHO"
"2832","SD NEGERI TAPELAN I NGRAHO","JL. TAMBANGAN NO. 490","TAPELAN","KEC. NGRAHO"
"2833","SD NEGERI TAPELAN III NGRAHO","DESA TAPELAN","TAPELAN","KEC. NGRAHO"
"2834","SD IT NURUL HUDA PADANGAN","JL DR SUTOMO 01 PADANGAN","PADANGAN","KEC. PADANGAN"
"2835","SD NEGERI BANJARJO I PADANGAN","JL. RAYA SURABAYA NO. 30 DESA BANJARJO","BANJARJO","KEC. PADANGAN"
"2836","SD NEGERI BANJARJO III PADANGAN","JL. TRUNO NO. 115 DESA BANJARJO","BANJARJO","KEC. PADANGAN"
"2837","SD NEGERI CENDONO PADANGAN","JL. NGAWI NO. 18 RT. 01 RW. 01 DESA CENDONO","CENDORO","KEC. PADANGAN"
"2838","SD NEGERI DENGOK II PADANGAN","JL. DIPONEGORO NO. 94 DESA DENGOK","DENGOK","KEC. PADANGAN"
"2839","SD NEGERI KEBONAGUNG PADANGAN","JALAN SURABAYA DESA KEBONAGUNG KECAMATAN PADANGAN","KEBONAGUNG","KEC. PADANGAN"
"2840","SD NEGERI KENDUNG PADANGAN","KENDUNG","KENDUNG","KEC. PADANGAN"
"2841","SD NEGERI KUNCEN II PADANGAN","JL. KH. NURUDIN NO. 714","KUNCEN","KEC. PADANGAN"
"2842","SD NEGERI NGASINAN PADANGAN","NGASINAN","NEGERI","KEC. PADANGAN"
"2843","SD NEGERI NGEPER I PADANGAN","NGEPER","NGEPER","KEC. PADANGAN"
"2844","SD NEGERI NGEPER II PADANGAN","DESA NGEPER","NGEPER","KEC. PADANGAN"
"2845","SD NEGERI NGRADIN I PADANGAN","JL. WADUK SONOREJO NO. 100 DS. NGRADIN","NGRADIN","KEC. PADANGAN"
"2846","SD NEGERI NGRADIN II PADANGAN","JL. WADUK SONOREJO NO. 139","NGRADIN","KEC. PADANGAN"
"2847","SD NEGERI NGUKEN PADANGAN","DESA NGUKEN","NGUKEN","KEC. PADANGAN"
"2848","SD NEGERI PADANGAN I PADANGAN","JL. DIPONEGORO NO. 131","PADANGAN","KEC. PADANGAN"
"2849","SD NEGERI PADANGAN II PADANGAN","JL. KH. AGUS SALIM NO. 14","PADANGAN","KEC. PADANGAN"
"2850","SD NEGERI PADANGAN III PADANGAN","JL. DR. SOETOMO NO. 7 DESA PADANGAN","PADANGAN","KEC. PADANGAN"
"2851","SD NEGERI PRANGI PADANGAN","DESA PRANGI","PRANGI","KEC. PADANGAN"
"2852","SD NEGERI PURWOREJO I PADANGAN","DESA PURWOREJO RT. 03 RW. 01","PURWOREJO","KEC. PADANGAN"
"2853","SD NEGERI PURWOREJO II PADANGAN","JL. RAYA NGAWI","PURWOREJO","KEC. PADANGAN"
"2854","SD NEGERI SIDOREJO I PADANGAN","SIDOREJO","SIDOREJO","KEC. PADANGAN"
"2855","SD NEGERI SIDOREJO II PADANGAN","DESA SIDOREJO","SIDOREJO","KEC. PADANGAN"
"2856","SD NEGERI SONOREJO I PADANGAN","JL. TAMBAKREJO NO. 21 DESA SONOREJO","SONOREJO","KEC. PADANGAN"
"2857","SD NEGERI TEBON PADANGAN","TEBON","TEBON","KEC. PADANGAN"
"2858","SD NEGERI PURWOSARI I PURWOSARI","JL. RAYA CEPU SURABAYA NO. 29","PURWOSARI","KEC. PURWOSARI"
"2859","SD NEGERI KALIOMBO II PURWOSARI","JL. DESA KALIOMBO","KALIOMBO","KEC. PURWOSARI"
"2860","SD NEGERI PURWOSARI III PURWOSARI","JL. BOUGENVILE ","PURWOSARI","KEC. PURWOSARI"
"2861","SD NEGERI SEDAHKIDUL PURWOSARI","JL. NGAMBON DESA SEDAHKIDUL","SEDAHKIDUL","KEC. PURWOSARI"
"2862","SD NEGERI GAPLUK PURWOSARI","JALAN MALING MATI KM. 4 DESA GAPLUK","GAPLUK","KEC. PURWOSARI"
"2863","SD NEGERI KALIOMBO IV PURWOSARI","DS KALIOMBO","KALIOMBO","KEC. PURWOSARI"
"2864","SD NEGERI DONAN III PURWOSARI","DESA DONAN KECAMATAN PURWOSARI","DONAN","KEC. PURWOSARI"
"2865","SD NEGERI NGREJENG PURWOSARI","DS NGREJENG","NGREJENG","KEC. PURWOSARI"
"2866","SD NEGERI TINUMPUK PURWOSARI","JL. TINUMPUK DESA TINUMPUK","TINUMPUK","KEC. PURWOSARI"
"2867","SD NEGERI KUNIRAN I PURWOSARI","JL. MALINGMATI DESA KUNIRAN","KUNIRAN","KEC. PURWOSARI"
"2868","SD NEGERI PELEM II PURWOSARI","DESA PELEM","PELEM","KEC. PURWOSARI"
"2869","SD NEGERI DONAN II PURWOSARI","DS DONAN","DONAN","KEC. PURWOSARI"
"2870","SD NEGERI POJOK PURWOSARI","JL. RAYA NGAMBON DESA POJOK","POJOK","KEC. PURWOSARI"
"2871","SD NEGERI PUNGGUR PURWOSARI","JL RAYA NGAMBON","PUNGGUR","KEC. PURWOSARI"
"2872","SD ISLAM TERPADU AN NUUR","DESA PURWOSARI KEC. PURWOSARI","PURWOSARI","KEC. PURWOSARI"
"2873","SD NEGERI KUNIRAN II PURWOSARI","JL. MALINGMATI DESA KUNIRAN","KUNIRAN","KEC. PURWOSARI"
"2874","SD NEGERI PELEM I PURWOSARI","DESA PELEM","PELEM","KEC. PURWOSARI"
"2875","SD NEGERI KALIOMBO I PURWOSARI","DESA KALIOMBO","KALIOMBO","KEC. PURWOSARI"
"2876","SD NEGERI TLATAH PURWOSARI","JL. RAYA NGAMBON DESA TLATAH","TLATAH","KEC. PURWOSARI"
"2877","SD NEGERI BARENG I SEKAR","BARENG","BARENG","KEC. SEKAR"
"2878","SD NEGERI BARENG II SEKAR","JALAN MANGGA","BARENG","KEC. SEKAR"
"2879","SD NEGERI BARENG III SEKAR","DUSUN KALIMAS","BARENG","KEC. SEKAR"
"2880","SD NEGERI BOBOL I SEKAR","DSN KRAJAN","BOBOL","KEC. SEKAR"
"2881","SD NEGERI BOBOL II SEKAR","DUSUN KALIKLAMPOK DESA BOBOL KECAMATAN SEKAR KAB. ","BOBOL","KEC. SEKAR"
"2882","SD NEGERI BOBOL III SEKAR","NGERONAN","BOBOL","KEC. SEKAR"
"2883","SD NEGERI BOBOL IV SEKAR","KALIWEKAS RT 01 RW 01","BOBOL","KEC. SEKAR"
"2884","SD NEGERI BOBOL V SEKAR","BOBOL RT 25 RW 09","BOBOL","KEC. SEKAR"
"2885","SD NEGERI BOBOL VI SEKAR","KEJURON","BOBOL","KEC. SEKAR"
"2886","SD NEGERI DELING I SEKAR","DELING","DELING","KEC. SEKAR"
"2887","SD NEGERI DELING II SEKAR","DUSUN KEDUNG GAYAM, DELING","DELING","KEC. SEKAR"
"2888","SD NEGERI DELING IV SEKAR","JONOPORO","DELING","KEC. SEKAR"
"2889","SD NEGERI DELING V SEKAR","DESA DELING","DELING","KEC. SEKAR"
"2890","SD NEGERI KLINO I SEKAR","KLINO","KLINO","KEC. SEKAR"
"2891","SD NEGERI KLINO III SEKAR","DUSUN GAYAM","KLINO","KEC. SEKAR"
"2892","SD NEGERI KLINO IV SEKAR","DUSUN KRONDONAN RT 22/RW 11","KLINO","KEC. SEKAR"
"2893","SD NEGERI KLINO V SEKAR","TENGARING","KLINO","KEC. SEKAR"
"2894","SD NEGERI MIYONO 03 SEKAR","DSN. BUTAK","MIYONO","KEC. SEKAR"
"2895","SD NEGERI MIYONO I SEKAR","MIYONO","MIYONO","KEC. SEKAR"
"2896","SD NEGERI MIYONO II SEKAR","JL. GAYAM","MIYONO","KEC. SEKAR"
"2897","SD NEGERI SEKAR I SEKAR","DUSUN GRENJENGAN DESA SEKAR","SEKAR","KEC. SEKAR"
"2898","SD NEGERI SEKAR II SEKAR","JLN. RAYA SEKAR NO. 07","SEKAR","KEC. SEKAR"
"2899","SD NEGERI SEKAR III SEKAR","JL RAYA SEKAR","SEKAR","KEC. SEKAR"
"2900","SD ISLAM AL HIKMAH","JL. MERDEKA UTARA NO 23","	SUGIHWARAS","KEC. SUGIHWARAS"
"2901","SD NEGERI ALASGUNG I SUGIHWARAS","DESA ALASGUNG","ALASGUNG","KEC. SUGIHWARAS"
"2902","SD NEGERI ALASGUNG II SUGIHWARAS","DESA ALASGUNG","ALASGUNG","KEC. SUGIHWARAS"
"2903","SD NEGERI BALONGREJO I SUGIHWARAS","BALONGREJO","BALONGREJO","KEC. SUGIHWARAS"
"2904","SD NEGERI BALONGREJO II SUGIHWARAS","JALAN KALIBATA NO. 505 DESA BALONGREJO","BALONGREJO","KEC. SUGIHWARAS"
"2905","SD NEGERI BARENG I SUGIHWARAS","DS. BARENG","BARENG","KEC. SUGIHWARAS"
"2906","SD NEGERI BARENG II SUGIHWARAS","RT. 08 RW. 03","BARENG","KEC. SUGIHWARAS"
"2907","SD NEGERI BARENG III SUGIHWARAS","DESA BARENG","BARENG","KEC. SUGIHWARAS"
"2908","SD NEGERI BULU SUGIHWARAS","DESA BULU","BULU","KEC. SUGIHWARAS"
"2909","SD NEGERI DRENGES SUGIHWARAS","DESA DRENGES KEC.SUGIHWARAS","DRENGES","KEC. SUGIHWARAS"
"2910","SD NEGERI GENJOR SUGIHWARAS","DESA GENJOR","GENJOR","KEC. SUGIHWARAS"
"2911","SD NEGERI GLAGAHAN SUGIHWARAS","DESA GLAGAHAN","GLAGAHAN","KEC. SUGIHWARAS"
"2912","SD NEGERI GLAGAHWANGI I SUGIHWARAS","DESA GLAGAHWANGI","GLAGAHWANGI","KEC. SUGIHWARAS"
"2913","SD NEGERI GLAGAHWANGI II SUGIHWARAS","DESA GLAGAHWANGI","GLAGAHWANGI","KEC. SUGIHWARAS"
"2914","SD NEGERI JATITENGAH SUGIHWARAS","DESA JATITENGAH","JATITENGAH","KEC. SUGIHWARAS"
"2915","SD NEGERI KEDUNGDOWO SUGIHWARAS","DS. KEDUNGDOWO","KEDUNGDOWO","KEC. SUGIHWARAS"
"2916","SD NEGERI NGLAJANG SUGIHWARAS","DESA NGLAJANG","NGLAJANG","KEC. SUGIHWARAS"
"2917","SD NEGERI PANEMON SUGIHWARAS","DESA PANEMON","PANEMON","KEC. SUGIHWARAS"
"2918","SD NEGERI PANUNGGALAN I SUGIHWARAS","DESA PANUNGGALAN","PANUNGGALAN","KEC. SUGIHWARAS"
"2919","SD NEGERI PANUNGGALAN II SUGIHWARAS","JL DESA PANUNGGALAN","PANUNGGALAN","KEC. SUGIHWARAS"
"2920","SD NEGERI SIWALAN I SUGIHWARAS","JL. RAYA SUGIHWARAS-TEMAYANG NO. 241","SIWALAN","KEC. SUGIHWARAS"
"2921","SD NEGERI SIWALAN II SUGIHWARAS","DESA SIWALAN","SIWALAN","KEC. SUGIHWARAS"
"2922","SD NEGERI SIWALAN III SUGIHWARAS","DESA SIWALAN","SIWALAN","KEC. SUGIHWARAS"
"2923","SD NEGERI SUGIHWARAS I SUGIHWARAS","JLN RAYA SUGIHWARAS - PANEMON NO.447","SUGIHWARAS","KEC. SUGIHWARAS"
"2924","SD NEGERI SUGIHWARAS II SUGIHWARAS","JL. RAYA SUGIHWARAS NO. 12","SUGIHWARAS","KEC. SUGIHWARAS"
"2925","SD NEGERI SUGIHWARAS III SUGIHWARAS","DESA SUGIHWARAS","SUGIHWARAS","KEC. SUGIHWARAS"
"2926","SD NEGERI TRATE SUGIHWARAS","DESA TRATE","NEGERI","KEC. SUGIHWARAS"
"2927","SD NEGERI WEDORO I SUGIHWARAS","JL.SUMBER NO.172 DS. WEDORO","WEDORO","KEC. SUGIHWARAS"
"2928","SD NEGERI WEDORO II SUGIHWARAS","DS. WEDORO","WEDORO","KEC. SUGIHWARAS"
"2929","SD NEGERI DUYUNGAN I SUKOSEWU","DUYUNGAN","DUYUNGAN","KEC. SUKOSEWU"
"2930","SD NEGERI DUYUNGAN II SUKOSEWU","JL. LAPANGAN DS. DUYUNGAN","DUYUNGAN","KEC. SUKOSEWU"
"2931","SD NEGERI JUMPUT SUKOSEWU","JALAN GAJAH MADA NO.150 ","JUMPUT","KEC. SUKOSEWU"
"2932","SD NEGERI KALICILIK SUKOSEWU","KALICILIK","KALICILIK","KEC. SUKOSEWU"
"2933","SD NEGERI KLEPEK NO 73 SUKOSEWU","KLEPEK","KLEPEK","KEC. SUKOSEWU"
"2934","SD NEGERI PACING I SUKOSEWU","PACING","PACING","KEC. SUKOSEWU"
"2935","SD NEGERI PACING II SUKOSEWU","DESA PACING","PACING","KEC. SUKOSEWU"
"2936","SD NEGERI PURWOASRI I SUKOSEWU","DESA PURWOASRI","PURWOASRI","KEC. SUKOSEWU"
"2937","SD NEGERI PURWOASRI II SUKOSEWU","JL RAYA BALEN - SUGIHWARAS","PURWOASRI","KEC. SUKOSEWU"
"2938","SD NEGERI SEMAWOT SUKOSEWU","DESA SEMAWOT","SEMAWOT","KEC. SUKOSEWU"
"2939","SD NEGERI SEMENKIDUL SUKOSEWU","DESA SEMENKIDUL","SEMENKIDUL","KEC. SUKOSEWU"
"2940","SD NEGERI SIDODADI I SUKOSEWU","SIDODADI","SIDODADI","KEC. SUKOSEWU"
"2941","SD NEGERI SIDODADI II SUKOSEWU","JL. RAYA SIDODADI - SUKOSEWU ","SIDODADI","KEC. SUKOSEWU"
"2942","SD NEGERI SIDOREJO SUKOSEWU","DESA SIDOREJO","NEGERI","KEC. SUKOSEWU"
"2943","SD NEGERI SITIAJI","SITIAJI","SITIAJI","KEC. SUKOSEWU"
"2944","SD NEGERI SUKOSEWU","JL. RAYA SUKOSEWU NO. 124 DESA SUKOSEWU","SUKOSEWU","KEC. SUKOSEWU"
"2945","SD NEGERI SUMBERJOKIDUL SUKOSEWU","JL. SUMUR PANDAN","SUMBERJOKIDUL","KEC. SUKOSEWU"
"2946","SD NEGERI TEGALKODO I SUKOSEWU","TEGALKODO","TEGALKODO","KEC. SUKOSEWU"
"2947","SD ISLAM DARUSSALAM SUMBERREJO","JL. KH. SHOLEH NO. 113 DESA KEDUNGREJO","KEDUNGREJO","KEC. SUMBERREJO"
"2948","SD MUHAMMADIYAH 3 ICP SUMBERREJO","JL. PUK KOMPLEK MASJID SUMBERREJO","	SUMBERREJO","KEC. SUMBERREJO"
"2949","SD NEGERI BANJARJO SUMBERREJO","BANJARJO","BANJARJO","KEC. SUMBERREJO"
"2950","SD NEGERI BOGANGIN SUMBERREJO","DESA BOGANGIN","BOGANGIN","KEC. SUMBERREJO"
"2951","SD NEGERI BUTOH SUMBERREJO","JALAN RINGIN KEMBAR NO.56","BUTOH","KEC. SUMBERREJO"
"2952","SD NEGERI DERU SUMBERREJO","DERU NO 219","DERU","KEC. SUMBERREJO"
"2953","SD NEGERI JATIGEDE SUMBERREJO","JATIGEDE","JATIGEDE","KEC. SUMBERREJO"
"2954","SD NEGERI KARANGDINOYO I SUMBERREJO","DESA KARANGDINOYO","KARANGDINOYO","KEC. SUMBERREJO"
"2955","SD NEGERI KARANGDINOYO II SUMBERREJO","DESA KARANGDINOYO","KARANGDINOYO","KEC. SUMBERREJO"
"2956","SD NEGERI KARANGDOWO SUMBERREJO","DESA KARANGDOWO","KARANGDOWO","KEC. SUMBERREJO"
"2957","SD NEGERI KAYU LEMAH SUMBERREJO","KAYULEMAH","KAYU LEMAH","KEC. SUMBERREJO"
"2958","SD NEGERI KEDUNGREJO SUMBERREJO","DESA KEDUNGREJO","KEDUNGREJO","KEC. SUMBERREJO"
"2959","SD NEGERI MARGOAGUNG I SUMBERREJO","JL. SUPRIYADI NO. 306","MARGOAGUNG","KEC. SUMBERREJO"
"2960","SD NEGERI MARGOAGUNG II SUMBERREJO","JL. LAPANGAN NO. 664 DESA MARGOAGUNG KEC. SUMBERRE","MARGOAGUNG","KEC. SUMBERREJO"
"2961","SD NEGERI MEJUWET I SUMBERREJO","JL. PANGLIMA SUDIRMAN NO 156 DESA MEJUWET","MEJUWET","KEC. SUMBERREJO"
"2962","SD NEGERI MLINJENG SUMBERREJO","MLINJENG","MLINJENG","KEC. SUMBERREJO"
"2963","SD NEGERI NGAMPAL I SUMBERREJO","JL. RANUDIMEJO RT.10 RW.03","NGAMPAL","KEC. SUMBERREJO"
"2964","SD NEGERI NGAMPAL II ","JL. RAYA PUK NO. 130 DESA NGAMPAL","NGAMPAL","KEC. SUMBERREJO"
"2965","SD NEGERI PEJAMBON I SUMBERREJO","DESA PEJAMBON","PEJAMBON","KEC. SUMBERREJO"
"2966","SD NEGERI PEKUWON I SUMBERREJO","JL. KAKI DERMO NO 75","PEKUWON","KEC. SUMBERREJO"
"2967","SD NEGERI PEKUWON II SUMBERREJO","JALAN PUK  DUSUN PEKUWON","PEKUWON","KEC. SUMBERREJO"
"2968","SD NEGERI PEKUWON III SUMBERREJO","DESA PEKUWON","PEKUWON","KEC. SUMBERREJO"
"2969","SD NEGERI PRAYUNGAN I SUMBERREJO","JL. RAYA PRAYUNGAN NO. 138","PRAYUNGAN","KEC. SUMBERREJO"
"2970","SD NEGERI PRAYUNGAN II SUMBERREJO","JL. KH. WAHID HASYIM DS. PRAYUNGAN","PRAYUNGAN","KEC. SUMBERREJO"
"2971","SD NEGERI SAMBONGREJO I SUMBERREJO","JLN. NUSA INDAH NO. 42","SAMBONGREJO","KEC. SUMBERREJO"
"2972","SD NEGERI SAMBONGREJO II SUMBERREJO","DESA SAMBONGREJO","SAMBONGREJO","KEC. SUMBERREJO"
"2973","SD NEGERI SENDANGAGUNG SUMBERREJO","SENDANGAGUNG RT 01 RW 1","SENDANGAGUNG","KEC. SUMBERREJO"
"2974","SD NEGERI SUMBERHARJO I SUMBERREJO","DUSUN POHKUWUNG","SUMBERHARJO","KEC. SUMBERREJO"
"2975","SD NEGERI SUMBERHARJO II SUMBERREJO","SUMBERHARJO","SUMBERHARJO","KEC. SUMBERREJO"
"2976","SD NEGERI SUMBERREJO I SUMBERREJO","JL. SIKATAN NO. 359 SUMBERREJO","SUMBERREJO","KEC. SUMBERREJO"
"2977","SD NEGERI SUMBERREJO II","JL. RAJAWALI NO. 886 DESA SUMBERREJO","SUMBERREJO","KEC. SUMBERREJO"
"2978","SD NEGERI SUMURAGUNG I SUMBERREJO","JL. PUK SUMURAGUNG-KANOR NO. 427 DS. SUMURAGUNG","SUMURAGUNG","KEC. SUMBERREJO"
"2979","SD NEGERI SUMURAGUNG II SUMBERREJO","JL. DAMARWULAN NO. 706 DS. SUMURAGUNG KEC. SUMBERR","SUMURAGUNG","KEC. SUMBERREJO"
"2980","SD NEGERI TELENG SUMBERREJO","TELENG","TELENG","KEC. SUMBERREJO"
"2981","SD NEGERI TLOGOHAJI I SUMBERREJO","DUSUN BOTOPUTIH DESA TLOGOHAJI","TLOGOHAJI","KEC. SUMBERREJO"
"2982","SD NEGERI TLOGOHAJI II SUMBERREJO","TLOGOHAJI","TLOGOHAJI","KEC. SUMBERREJO"
"2983","SD NEGERI TULUNGREJO SUMBERREJO","JALAN MAWAR NOMOR 02","TULUNGREJO","KEC. SUMBERREJO"
"2984","SD NEGERI WOTAN SUMBERREJO","DESA WOTAN","WOTAN","KEC. SUMBERREJO"
"2985","SD NEGERI NGRANCANG IV TAMBAKREJO","DESA NGRANCANG","NGRANCANG","KEC. TAMBAKREJO"
"2986","SD NEGERI BAKALAN I TAMBAKREJO","BAKALAN","BAKALAN","KEC. TAMBAKREJO"
"2987","SD NEGERI BAKALAN II TAMBAKREJO","DS. BAKALAN","BAKALAN","KEC. TAMBAKREJO"
"2988","SD NEGERI DOLOKGEDE TAMBAKREJO","JL. DIPONEGORO NO. 02","DOLOKGEDE","KEC. TAMBAKREJO"
"2989","SD NEGERI GADING I TAMBAKREJO","DESA GADING","GADING","KEC. TAMBAKREJO"
"2990","SD NEGERI GAMONGAN I ","DESA GAMONGAN","GAMONGAN","KEC. TAMBAKREJO"
"2991","SD NEGERI GAMONGAN II TAMBAKREJO","DESA GAMONGAN","GAMONGAN","KEC. TAMBAKREJO"
"2992","SD NEGERI JATIMULYO I TAMBAKREJO","DESA JATIMULYO","JATIMULYO","KEC. TAMBAKREJO"
"2993","SD NEGERI JATIMULYO III TAMBAKREJO","DK. KRAMANAN RT. 11 RW. 06 DESA JATIMULYO","JATIMULYO","KEC. TAMBAKREJO"
"2994","SD NEGERI JAWIK TAMBAKREJO","DESA JAWIK","JAWIK","KEC. TAMBAKREJO"
"2995","SD NEGERI KALISUMBER I TAMBAKREJO","DESA KALISUMBER","KALISUMBER","KEC. TAMBAKREJO"
"2996","SD NEGERI KALISUMBER II TAMBAKREJO","DESA KALISUMBER  RT. 09 RW. 03","KALISUMBER","KEC. TAMBAKREJO"
"2997","SD NEGERI KALISUMBER III TAMBAKREJO","DS. KALISUMBER","KALISUMBER","KEC. TAMBAKREJO"
"2998","SD NEGERI MALINGMATI II TAMBAKREJO","DESA MALINGMATI","MALINGMATI","KEC. TAMBAKREJO"
"2999","SD NEGERI MALINGMATI III TAMBAKREJO","BANYUASIN","MALINGMATI","KEC. TAMBAKREJO"
"3000","SD NEGERI MULYOREJO II TAMBAKREJO","JALAN RAYA NGAMBON","MULYOREJO","KEC. TAMBAKREJO"
"3001","SD NEGERI MULYOREJO III TAMBAKREJO","DESA MULYOREJO","MULYOREJO","KEC. TAMBAKREJO"
